모델명,카테고리,상품설명,가격,중고가격,감가율
SK매직 GRA-F2NRH,가스레인지,6개월 사용했습니다. 사용감 있음그리고 액정 파손.,116450,81515,0.3
린나이 GTA24SJ,가스레인지,1년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,133400,120060,0.1
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,1개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 충전기 없음.,144000,115200,0.2
린나이 RBR-S3000,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 충전기 없음.,218950,129180,0.41
하츠 GC-3605SDBH,가스레인지,5년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,135000,63450,0.53
린나이 RBR-S3603DIJ,가스레인지,6개월 사용했습니다. 상태 보통이며 작동 이상 없음. 충전기 없음.,156710,139471,0.11
SK매직 GRA-B3FDD,가스레인지,1개월 사용했습니다. 상태 최상이며 작동 이상 없음. 정품 인증서 포함.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,4년 사용했습니다. 상태 최상하지만 화면 금 갔음.,260460,130230,0.5
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 추가 액세서리 포함.,113920,87718,0.23
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 상태 양호하지만 액정 파손. 충전기 없음.,174080,125337,0.28
린나이 RBR-P4400,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 충전기 없음.,436700,275121,0.37
린나이 RT-5102,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음. 충전기 없음.,250380,155235,0.38
린나이 INBS301DJ,가스레인지,3년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 충전기 없음.,167350,95389,0.43
SK매직 GRAB221K,가스레인지,1개월 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 정품 인증서 포함.,85440,76896,0.1
린나이 RBR-S3307DJ,가스레인지,2년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,158790,122268,0.23
린나이 RBR-S3001D,가스레인지,5년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 정품 인증서 포함.,213600,87576,0.59
린나이 CTA22NJ,가스레인지,6개월 사용했습니다. 상태 최상하지만 액정 파손. 박스 없음.,138600,108108,0.22
린나이 RT-1620I,가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음.,189730,70200,0.63
매직쉐프 MMW-W23FDHW,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,119960,62379,0.48
린나이 RT-1080IJ,가스레인지,3년 사용했습니다. 사용감 있음이며 작동 이상 없음. 추가 액세서리 포함.,128060,85800,0.33
린나이 INCP2032WJ,가스레인지,1년 사용했습니다. 상태 양호이며 고장 없음. 정품 인증서 포함.,143060,128754,0.1
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 상태 보통이며 작동 이상 없음. 추가 액세서리 포함.,147990,133191,0.1
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,188810,147271,0.22
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 화면 금 갔음. 정품 인증서 포함.,176080,156711,0.11
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,229020,194667,0.15
린나이 RBR-PF3000,가스레인지,거의 사용하지 않음. 사용감 있음이며 고장 없음. 정품 인증서 포함.,294960,265464,0.1
SK매직 뉴에코 GRA-851SR,가스레인지,3년 사용했습니다. 상태 양호하지만 화면 금 갔음.,128820,70851,0.45
린나이 RBR-S6201D,가스레인지,1개월 사용했습니다. 상태 보통이며 작동 이상 없음. 박스 없음.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 충전기 없음.,241400,217260,0.1
린나이 RBR-P2501D,가스레인지,1년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 정품 인증서 포함.,210750,149632,0.29
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,171700,115038,0.33
SK매직 GRA-F2NRH,가스레인지,6개월 사용했습니다. 외관 심한 흠집이며 고장 없음. 충전기 없음.,116450,95489,0.18
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 없음.,133400,50692,0.62
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,5년 사용했습니다. 상태 양호하지만 화면 금 갔음.,144000,50400,0.65
린나이 RBR-S3000,가스레인지,1개월 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,218950,197055,0.1
하츠 GC-3605SDBH,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,135000,49950,0.63
린나이 RBR-S3603DIJ,가스레인지,3년 사용했습니다. 상태 보통그리고 생활 기스 있음. 추가 액세서리 포함.,156710,100294,0.36
SK매직 GRA-B3FDD,가스레인지,5년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,126000,34020,0.73
린나이 RBR-S4000,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,260460,226600,0.13
SK매직 GRA-B3216D,가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 및 구성품 있음.,113920,42150,0.63
SK매직 GRA-B322K,가스레인지,4년 사용했습니다. 상태 최상하지만 생활 기스 있음. 추가 액세서리 포함.,174080,107929,0.38
린나이 RBR-P4400,가스레인지,1년 사용했습니다. 사용감 있음그리고 액정 파손. 정품 인증서 포함.,436700,288221,0.34
린나이 RT-5102,가스레인지,4년 사용했습니다. 상태 최상이며 작동 이상 없음. 박스 없음.,250380,157739,0.37
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 상태 보통그리고 화면 금 갔음. 충전기 없음.,167350,128859,0.23
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,85440,48700,0.43
린나이 RBR-S3307DJ,가스레인지,2년 사용했습니다. 상태 최상이며 고장 없음. 추가 액세서리 포함.,158790,138147,0.13
린나이 RBR-S3001D,가스레인지,6개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음.,213600,170880,0.2
린나이 CTA22NJ,가스레인지,4년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,138600,65141,0.53
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,189730,144194,0.24
매직쉐프 MMW-W23FDHW,가스레인지,4년 사용했습니다. 상태 최상하지만 액정 파손. 추가 액세서리 포함.,119960,56381,0.53
린나이 RT-1080IJ,가스레인지,1개월 사용했습니다. 사용감 있음이며 고장 없음. 추가 액세서리 포함.,128060,115254,0.1
린나이 INCP2032WJ,가스레인지,1년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,143060,114448,0.2
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 상태 보통이며 고장 없음. 충전기 없음.,147990,133191,0.1
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,176080,117973,0.33
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 액정 파손. 추가 액세서리 포함.,229020,167184,0.27
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 상태 보통그리고 화면 금 갔음.,294960,212371,0.28
SK매직 뉴에코 GRA-851SR,가스레인지,4년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 및 구성품 있음.,128820,64410,0.5
린나이 RBR-S6201D,가스레인지,1개월 사용했습니다. 상태 양호이며 작동 이상 없음. 정품 인증서 포함.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,거의 사용하지 않음. 상태 양호이며 고장 없음. 박스 없음.,241400,217260,0.1
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 상태 보통그리고 배터리 효율 낮음.,210750,179137,0.15
SK매직 뉴에코 GRA-910SR,가스레인지,2년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 정품 인증서 포함.,171700,104737,0.39
SK매직 GRA-F2NRH,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 액정 파손. 추가 액세서리 포함.,116450,66376,0.43
린나이 GTA24SJ,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 정품 인증서 포함.,133400,68034,0.49
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,6개월 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 없음.,144000,115200,0.2
린나이 RBR-S3000,가스레인지,5년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,218950,76632,0.65
하츠 GC-3605SDBH,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 고장 없음. 추가 액세서리 포함.,135000,121500,0.1
린나이 RBR-S3603DIJ,가스레인지,4년 사용했습니다. 상태 최상이며 작동 이상 없음.,156710,101861,0.35
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 정품 인증서 포함.,126000,46620,0.63
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음.,260460,106788,0.59
SK매직 GRA-B3216D,가스레인지,2년 사용했습니다. 외관 심한 흠집이며 고장 없음. 충전기 없음.,113920,76326,0.33
SK매직 GRA-B322K,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 액정 파손.,174080,127078,0.27
린나이 RBR-P4400,가스레인지,6개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,436700,358094,0.18
린나이 RT-5102,가스레인지,3년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 추가 액세서리 포함.,250380,155235,0.38
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 액정 파손. 추가 액세서리 포함.,167350,125512,0.25
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 사용감 있음그리고 액정 파손.,85440,29903,0.65
린나이 RBR-S3307DJ,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 없음.,158790,52400,0.67
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 상태 양호하지만 생활 기스 있음.,213600,181560,0.15
린나이 CTA22NJ,가스레인지,3년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 없음.,138600,80388,0.42
린나이 RT-1620I,가스레인지,6개월 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,189730,146092,0.23
매직쉐프 MMW-W23FDHW,가스레인지,거의 사용하지 않음. 사용감 있음그리고 화면 금 갔음.,119960,89970,0.25
린나이 RT-1080IJ,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,128060,92203,0.28
린나이 INCP2032WJ,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 및 구성품 있음.,143060,127323,0.11
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,147990,133191,0.1
린나이 RT-6520I,가스레인지,3년 사용했습니다. 사용감 있음그리고 액정 파손. 정품 인증서 포함.,188810,86852,0.54
린나이 CPBC611DJ,가스레인지,4년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,176080,100365,0.43
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,229020,199247,0.13
린나이 RBR-PF3000,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,294960,221220,0.25
SK매직 뉴에코 GRA-851SR,가스레인지,3년 사용했습니다. 상태 양호이며 고장 없음. 충전기 없음.,128820,86309,0.33
린나이 RBR-S6201D,가스레인지,거의 사용하지 않음. 상태 최상이며 작동 이상 없음. 충전기 없음.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,1개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 추가 액세서리 포함.,241400,217260,0.1
린나이 RBR-P2501D,가스레인지,거의 사용하지 않음. 사용감 있음이며 작동 이상 없음. 박스 없음.,210750,185460,0.12
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,171700,97869,0.43
SK매직 GRA-F2NRH,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음.,116450,81515,0.3
린나이 GTA24SJ,가스레인지,1개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 박스 없음.,133400,108054,0.19
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 없음.,144000,97919,0.32
린나이 RBR-S3000,가스레인지,6개월 사용했습니다. 상태 최상하지만 생활 기스 있음.,218950,197055,0.1
하츠 GC-3605SDBH,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 충전기 없음.,135000,85050,0.37
린나이 RBR-S3603DIJ,가스레인지,1년 사용했습니다. 사용감 있음이며 작동 이상 없음. 정품 인증서 포함.,156710,134770,0.14
SK매직 GRA-B3FDD,가스레인지,1개월 사용했습니다. 상태 최상하지만 생활 기스 있음. 충전기 없음.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,1년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 충전기 없음.,260460,174508,0.33
SK매직 GRA-B3216D,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 추가 액세서리 포함.,113920,87718,0.23
SK매직 GRA-B322K,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 충전기 없음.,174080,73113,0.58
린나이 RBR-P4400,가스레인지,1개월 사용했습니다. 상태 양호이며 고장 없음. 박스 및 구성품 있음.,436700,393030,0.1
린나이 RT-5102,가스레인지,4년 사용했습니다. 외관 심한 흠집이며 고장 없음. 정품 인증서 포함.,250380,127693,0.49
린나이 INBS301DJ,가스레인지,5년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 박스 및 구성품 있음.,167350,58572,0.65
SK매직 GRAB221K,가스레인지,거의 사용하지 않음. 상태 최상하지만 액정 파손. 충전기 없음.,85440,65788,0.23
린나이 RBR-S3307DJ,가스레인지,3년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,158790,90510,0.43
